"file","group","model","scorer","mean","median"
"wicket-1.3.0-incubating-beta-1",2,"DT","LogLoss",0.79,0.79
"wicket-1.3.0-incubating-beta-1",4,"DT","Gmean",0.73,0.73
"wicket-1.3.0-incubating-beta-1",5,"DT","ACC",0.67,0.67
"wicket-1.3.0-incubating-beta-1",1,"DT","BAL_ACC",0.8,0.8
"wicket-1.3.0-incubating-beta-1",3,"DT","AUC",0.76,0.76
"wicket-1.3.0-incubating-beta-1",4,"DT","F1",0.73,0.73
"wicket-1.3.0-incubating-beta-1",1,"DT","F1_W",0.8,0.8
"wicket-1.3.0-incubating-beta-1",2,"RF","MCC",0.83,0.83
"wicket-1.3.0-incubating-beta-1",2,"RF","LogLoss",0.83,0.83
"wicket-1.3.0-incubating-beta-1",1,"RF","Gmean",0.84,0.84
"wicket-1.3.0-incubating-beta-1",4,"RF","ACC",0.5,0.5
"wicket-1.3.0-incubating-beta-1",3,"RF","BAL_ACC",0.82,0.82
"wicket-1.3.0-incubating-beta-1",2,"RF","AUC",0.83,0.83
"wicket-1.3.0-incubating-beta-1",2,"RF","F1",0.83,0.83
"wicket-1.3.0-incubating-beta-1",4,"RF","F1_W",0.5,0.5
"wicket-1.3.0-incubating-beta-1",2,"KNN","MCC",0.79,0.79
"wicket-1.3.0-incubating-beta-1",3,"KNN","LogLoss",0.78,0.78
"wicket-1.3.0-incubating-beta-1",5,"KNN","Gmean",0.65,0.65
"wicket-1.3.0-incubating-beta-1",3,"KNN","ACC",0.78,0.78
"wicket-1.3.0-incubating-beta-1",5,"KNN","BAL_ACC",0.65,0.65
"wicket-1.3.0-incubating-beta-1",1,"KNN","AUC",0.8,0.8
"wicket-1.3.0-incubating-beta-1",4,"KNN","F1",0.71,0.71
"wicket-1.3.0-incubating-beta-1",4,"KNN","F1_W",0.71,0.71
