"file","group","model","scorer","mean","median"
"wicket-1.3.0-incubating-beta-1",3,"DT","Gmean",0.33,0.33
"wicket-1.3.0-incubating-beta-1",1,"DT","ACC",0.37,0.37
"wicket-1.3.0-incubating-beta-1",3,"DT","BAL_ACC",0.33,0.33
"wicket-1.3.0-incubating-beta-1",3,"DT","AUC",0.33,0.33
"wicket-1.3.0-incubating-beta-1",3,"DT","F1",0.33,0.33
"wicket-1.3.0-incubating-beta-1",2,"DT","F1_W",0.34,0.34
"wicket-1.3.0-incubating-beta-1",1,"RF","MCC",0.41,0.41
"wicket-1.3.0-incubating-beta-1",1,"RF","LogLoss",0.41,0.41
"wicket-1.3.0-incubating-beta-1",3,"RF","Gmean",0.39,0.39
"wicket-1.3.0-incubating-beta-1",5,"RF","ACC",0.14,0.14
"wicket-1.3.0-incubating-beta-1",4,"RF","BAL_ACC",0.36,0.36
"wicket-1.3.0-incubating-beta-1",2,"RF","AUC",0.4,0.4
"wicket-1.3.0-incubating-beta-1",1,"RF","F1",0.41,0.41
"wicket-1.3.0-incubating-beta-1",5,"RF","F1_W",0.14,0.14
"wicket-1.3.0-incubating-beta-1",6,"KNN","MCC",0.16,0.16
"wicket-1.3.0-incubating-beta-1",4,"KNN","LogLoss",0.27,0.27
"wicket-1.3.0-incubating-beta-1",1,"KNN","Gmean",0.39,0.39
"wicket-1.3.0-incubating-beta-1",5,"KNN","ACC",0.18,0.18
"wicket-1.3.0-incubating-beta-1",1,"KNN","BAL_ACC",0.39,0.39
"wicket-1.3.0-incubating-beta-1",3,"KNN","AUC",0.3,0.3
"wicket-1.3.0-incubating-beta-1",2,"KNN","F1",0.37,0.37
"wicket-1.3.0-incubating-beta-1",2,"KNN","F1_W",0.37,0.37
